Site,Reporting period,Males tested,Females non-pregnant,Females pregnant,Children below 12 mths (Age group A),Children 12 mths - 14 yrs (Age group B),Young adults 15-24 years (Age group C),Older adults 25+ yrs (Age group D),PITC,Family Referral Slip (FRS),"Other (VCT, etc_) HTC access",Never tested before,Last negative,Last positive,Last exposed infant,Last inconclusive,Counseled with partner / partner present,Counseled alone / Partner not present,Single test negative,Single test positive,Test 1&2 negative,Test 1&2 positive,Test 1&2 discordant,New negative,New positive,New exposed infants,New inconclusive,Confirmatory positive,Confirmatory inconclusive
St John's Mission Hospital,201704,168,202,135,0,73,163,269,312,0,193,94,366,31,12,2,102,403,446,0,0,58,1,442,25,3,2,33,0
St John's Mission Hospital,201705,184,198,171,0,89,167,297,372,0,181,104,406,39,4,0,87,466,486,0,0,65,2,486,26,0,2,39,0
St John's Mission Hospital,201706,174,174,138,0,57,134,295,308,0,178,112,356,17,0,1,89,397,457,0,1,28,0,458,10,0,0,18,0
Dr Msachi's Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr Msachi's Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr Msachi's Clinic,201706,26,19,0,0,0,8,37,1,0,44,1,43,1,0,0,25,20,43,0,0,2,0,43,1,0,0,1,0
Mzuzu University Clinic,201704,44,34,0,0,3,26,49,31,2,45,3,73,2,0,0,10,68,75,0,0,3,0,75,1,0,0,2,0
Mzuzu University Clinic,201705,51,43,0,0,1,37,56,20,2,72,9,82,3,0,0,8,86,89,0,0,4,1,89,1,0,1,3,0
Mzuzu University Clinic,201706,80,48,1,0,4,69,56,40,12,77,9,116,4,0,0,10,119,122,0,1,6,0,123,2,0,0,4,0
Moyale Barracks Health Centre,201704,337,147,5,0,45,193,251,115,0,374,137,330,22,0,0,17,472,444,0,0,45,0,443,22,1,0,0,23
Moyale Barracks Health Centre,201705,58,42,1,0,3,42,56,44,0,57,22,77,2,0,0,6,95,94,0,0,7,0,94,5,0,0,2,0
Moyale Barracks Health Centre,201706,80,34,1,0,4,43,68,57,0,58,18,94,3,0,0,20,95,109,0,0,6,0,109,3,0,0,3,0
Escom Clinic Mzuzu,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escom Clinic Mzuzu,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escom Clinic Mzuzu,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masm Medi Clinic Katoto,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masm Medi Clinic Katoto,201705,5,9,0,0,0,1,13,11,0,3,6,8,0,0,0,2,12,12,0,0,2,0,12,2,0,0,0,0
Masm Medi Clinic Katoto,201706,11,9,0,0,0,2,18,20,0,0,13,7,0,0,0,0,20,18,0,0,2,0,18,2,0,0,0,0
Thunduwike Health Centre,201704,131,158,44,0,42,125,166,207,0,126,90,236,7,0,0,77,256,318,0,1,13,1,319,5,0,1,8,0
Thunduwike Health Centre,201705,155,133,77,0,32,124,209,233,2,130,84,274,6,0,1,127,238,351,0,0,12,2,351,6,0,2,6,0
Thunduwike Health Centre,201706,77,81,29,0,10,66,111,145,3,39,38,136,13,0,0,80,107,162,0,3,21,1,165,8,0,1,13,0
Mzuzu Central Prison,201704,21,3,0,0,0,6,18,4,0,20,0,20,4,0,0,0,24,20,0,0,4,0,19,2,0,0,3,0
Mzuzu Central Prison,201705,170,5,0,0,0,67,108,164,0,11,37,123,14,0,1,0,175,140,0,0,34,1,140,14,0,1,20,0
Mzuzu Central Prison,201706,23,1,0,0,0,3,21,5,0,19,1,20,3,0,0,0,24,21,0,0,3,0,21,1,0,0,2,0
Kafukule Health Centre,201704,123,125,83,0,12,125,194,173,0,158,82,241,7,1,0,109,222,319,0,0,12,0,319,5,0,0,7,0
Kafukule Health Centre,201705,116,101,71,0,12,124,152,124,0,164,63,216,7,2,0,87,201,276,0,0,11,1,276,5,0,1,6,0
Kafukule Health Centre,201706,93,105,60,0,11,97,150,119,0,139,64,184,4,6,0,68,190,250,0,0,8,0,250,4,0,0,4,0
Mzuzu Health Centre,201704,932,1002,775,1,128,1183,1397,1570,9,1130,349,2190,167,0,3,393,2316,2403,0,2,295,9,2404,123,1,6,172,3
Mzuzu Health Centre,201705,764,998,747,7,275,1016,1211,1788,2,719,449,1900,158,0,2,252,2257,2230,0,9,268,2,2230,109,0,9,159,2
Mzuzu Health Centre,201706,818,1087,655,12,231,1052,1265,1526,54,980,358,2064,136,1,1,339,2221,2315,0,9,230,6,2324,99,0,6,131,0
Bwengu Health Centre,201704,25,11,61,0,0,56,41,81,0,16,16,81,0,0,0,38,59,94,0,0,2,1,94,2,0,1,0,0
Bwengu Health Centre,201705,41,19,51,0,6,48,57,84,0,27,19,91,0,1,0,56,55,107,0,0,3,1,107,3,0,1,0,0
Bwengu Health Centre,201706,14,7,31,0,2,26,24,42,0,10,10,41,1,0,0,14,38,48,0,0,3,1,48,3,0,1,0,0
Engucwini Health Post,201704,278,360,69,0,39,267,401,641,0,66,120,574,11,0,2,108,599,673,0,3,21,10,676,10,0,10,11,0
Engucwini Health Post,201705,240,228,72,0,40,209,291,446,0,94,83,457,0,0,0,123,417,516,0,0,21,3,516,10,0,3,11,0
Engucwini Health Post,201706,112,176,64,0,12,144,196,283,0,69,42,300,10,0,0,97,255,332,0,0,18,2,342,8,0,2,0,0
Kamwe Health Centre,201704,77,77,31,0,22,55,108,82,7,96,32,144,4,0,5,56,129,174,0,0,5,6,173,3,0,6,3,0
Kamwe Health Centre,201705,100,90,49,0,12,84,143,123,7,109,44,189,4,0,2,52,187,227,0,0,9,3,227,8,0,3,1,0
Kamwe Health Centre,201706,47,70,23,0,11,40,89,60,4,76,14,119,6,0,1,33,107,129,0,0,9,2,129,5,0,0,6,0
Luzi Health Centre,201704,93,96,54,0,7,97,139,18,0,225,37,206,0,0,0,80,163,240,0,0,3,0,240,3,0,0,0,0
Luzi Health Centre,201705,50,43,35,0,8,41,79,53,0,75,25,90,13,0,0,82,46,102,0,0,26,0,102,13,0,0,13,0
Luzi Health Centre,201706,39,34,16,0,2,42,45,32,0,57,8,80,1,0,0,35,54,87,0,0,2,0,87,1,0,0,1,0
Mzambazi Community Hospital,201704,188,266,8,0,184,71,207,271,0,191,189,264,9,0,0,36,426,448,0,0,14,0,448,5,0,0,9,0
Mzambazi Community Hospital,201705,167,251,7,13,167,73,172,248,0,177,188,224,13,0,0,39,386,399,0,0,26,0,399,13,0,0,13,0
Mzambazi Community Hospital,201706,109,147,6,4,71,59,128,120,0,142,105,152,4,0,1,42,220,252,0,0,8,2,252,4,0,1,4,1
Kabwafu Health Centre,201704,41,15,36,0,0,35,57,71,0,21,14,73,5,0,0,69,23,83,0,0,9,0,83,4,0,0,5,0
Kabwafu Health Centre,201705,132,17,22,2,24,73,72,143,0,28,54,115,2,0,0,53,118,166,0,0,5,0,166,3,0,0,2,0
Kabwafu Health Centre,201706,16,1,17,0,2,14,18,34,0,0,10,23,1,0,0,31,3,33,0,0,1,0,33,0,0,0,1,0
Njuyu Health Centre,201704,21,36,17,0,0,35,39,30,0,44,15,59,0,0,0,28,46,74,0,0,0,0,74,0,0,0,0,0
Njuyu Health Centre,201705,37,34,47,0,0,70,48,87,0,31,22,92,4,0,0,64,54,112,0,0,6,0,112,2,0,0,4,0
Njuyu Health Centre,201706,19,18,27,0,0,36,28,46,0,18,11,52,1,0,0,33,31,62,0,0,2,0,62,1,0,0,1,0
Nkhorongo Health Centre,201704,48,43,16,0,4,51,52,90,2,15,19,84,4,0,0,28,79,100,0,0,7,0,100,3,0,0,4,0
Nkhorongo Health Centre,201705,53,59,29,0,3,48,90,140,1,0,11,122,8,0,0,36,105,123,0,0,17,1,123,8,0,0,9,1
Nkhorongo Health Centre,201706,71,71,18,0,10,55,95,126,0,34,34,119,7,0,0,22,138,142,0,0,18,0,142,9,0,0,9,0
Choma Health Centre,201704,11,9,9,0,4,4,21,29,0,0,5,24,0,0,0,18,11,29,0,0,0,0,29,0,0,0,0,0
Choma Health Centre,201705,10,15,5,0,4,12,14,30,0,0,11,19,0,0,0,6,24,30,0,0,0,0,30,0,0,0,0,0
Choma Health Centre,201706,33,12,31,1,0,34,41,76,0,0,19,57,0,0,0,56,20,75,0,0,1,0,75,1,0,0,0,0
Malidadi Health Centre,201704,35,39,13,0,7,17,63,48,0,39,6,81,0,0,0,46,41,84,0,0,3,0,84,3,0,0,0,0
Malidadi Health Centre,201705,12,13,6,0,1,6,24,15,1,15,2,29,0,0,0,13,18,28,0,0,2,1,28,2,0,1,0,0
Malidadi Health Centre,201706,27,18,18,0,3,28,32,43,0,20,19,41,3,0,0,35,28,60,0,0,3,0,60,3,0,0,0,0
Enukweni Health Centre,201704,34,16,27,0,7,35,35,54,0,23,17,58,2,0,0,34,43,74,0,0,3,0,74,1,0,0,2,0
Enukweni Health Centre,201705,35,19,33,0,3,29,55,69,0,18,10,73,3,0,1,49,38,81,0,0,5,1,81,2,0,1,3,0
Enukweni Health Centre,201706,29,28,23,0,6,38,36,53,0,27,6,70,3,0,1,34,46,76,0,0,4,0,76,1,0,0,3,0
Mpherembe Health Centre,201704,164,156,117,0,19,148,270,257,0,180,53,372,12,0,0,183,254,409,0,1,27,0,410,13,0,0,14,0
Mpherembe Health Centre,201705,188,100,178,3,20,208,235,339,0,127,81,365,20,0,0,260,206,422,0,0,44,0,421,22,0,0,23,0
Mpherembe Health Centre,201706,101,55,104,1,9,93,157,186,0,74,210,41,9,0,0,144,116,243,0,0,17,0,243,8,0,0,9,0
Mtwalo Health Centre,201704,34,39,20,0,4,33,56,46,2,45,13,77,3,0,0,45,48,88,0,0,5,0,88,2,0,0,3,0
Mtwalo Health Centre,201705,34,32,24,0,3,40,47,45,0,45,15,72,3,0,0,50,40,84,0,0,6,0,83,2,1,0,4,0
Mtwalo Health Centre,201706,38,46,27,0,3,48,60,54,0,57,21,89,1,0,0,66,45,105,0,0,6,0,105,3,0,0,3,0
Emsizini Health Centre,201704,11,23,7,0,2,17,22,13,0,28,9,28,2,2,0,14,27,37,0,0,4,0,37,2,0,0,2,0
Emsizini Health Centre,201705,32,27,24,0,3,31,49,40,0,43,11,70,2,0,0,31,52,79,0,0,4,0,79,2,0,0,2,0
Emsizini Health Centre,201706,22,30,25,0,0,24,53,43,0,34,10,67,0,0,0,33,44,77,0,0,0,0,77,0,0,0,0,0
Khuyukuyu Health Centre,201704,207,71,26,0,54,133,117,230,0,74,100,201,3,0,0,31,273,297,0,0,6,1,297,3,0,1,3,0
Khuyukuyu Health Centre,201705,44,62,23,0,7,42,80,92,0,37,11,115,3,0,0,45,84,123,0,0,6,0,123,3,0,0,3,0
Khuyukuyu Health Centre,201706,39,60,19,1,5,39,73,69,0,49,13,104,1,0,0,42,76,116,0,0,2,0,116,1,0,0,1,0
Luvwere Health Centre,201704,8,13,0,0,5,4,12,0,0,21,2,19,0,0,0,0,21,21,0,0,0,0,21,0,0,0,0,0
Luvwere Health Centre,201705,10,10,0,0,9,5,6,0,0,20,9,10,1,0,0,0,20,18,0,0,2,0,18,1,0,0,1,0
Luvwere Health Centre,201706,1,6,0,0,0,4,3,0,0,7,1,6,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0
Wezi Medical Centre,201704,3,4,0,0,0,0,7,3,0,4,3,2,2,0,0,3,4,3,0,0,4,0,3,2,0,0,2,0
Wezi Medical Centre,201705,0,3,2,0,2,1,2,5,0,0,2,1,2,0,0,2,3,1,0,0,4,0,1,2,0,0,2,0
Wezi Medical Centre,201706,7,3,2,0,1,1,10,12,0,0,6,4,2,0,0,4,8,4,0,0,8,0,4,6,0,0,2,0
Matuli Health Centre,201704,25,42,6,0,1,32,40,30,0,43,5,68,0,0,0,21,52,71,0,0,0,2,71,0,0,2,0,0
Matuli Health Centre,201705,35,26,14,0,0,39,36,30,0,45,12,61,2,0,0,24,51,70,0,0,5,0,68,4,0,0,3,0
Matuli Health Centre,201706,22,21,14,0,0,24,33,31,0,26,7,50,0,0,0,33,24,56,0,0,1,0,56,1,0,0,0,0
Kaweche Health Centre,201704,69,38,27,0,0,48,86,52,0,82,8,123,3,0,0,43,91,127,0,0,7,0,127,4,0,0,3,0
Kaweche Health Centre,201705,61,39,30,0,4,53,73,73,0,57,9,116,5,0,0,50,80,121,0,0,9,0,121,4,0,0,5,0
Kaweche Health Centre,201706,40,53,16,0,5,43,61,32,0,77,8,98,3,0,0,36,73,102,3,0,1,3,102,3,0,1,3,0
Care Medical Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Care Medical Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Care Medical Clinic,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St John Of God Clinic,201704,100,74,1,0,1,63,111,1,0,174,12,163,0,0,0,68,107,167,0,0,7,1,167,7,0,0,1,0
St John Of God Clinic,201705,106,75,0,0,0,66,115,0,0,181,9,162,10,0,0,69,112,160,8,0,13,0,160,11,0,0,10,0
St John Of God Clinic,201706,82,63,0,0,1,42,102,2,0,143,10,133,2,0,0,58,87,141,0,0,4,0,141,2,0,0,2,0
Enukweni Mission Health Centre,201704,40,81,64,0,2,95,88,185,0,0,57,126,2,0,0,45,140,182,0,0,3,0,182,1,0,0,2,0
Enukweni Mission Health Centre,201705,68,74,55,0,1,73,123,172,0,25,83,108,4,0,2,70,127,187,0,0,8,2,187,4,0,2,3,1
Enukweni Mission Health Centre,201706,66,95,63,0,11,81,132,158,0,66,89,132,3,0,0,82,142,216,0,0,8,0,216,4,0,0,4,0
Manolo Health Centre,201704,33,13,30,0,3,21,52,61,0,15,22,53,1,0,0,15,61,73,0,0,2,1,72,2,0,0,1,1
Manolo Health Centre,201705,17,7,19,0,0,15,28,33,0,10,2,41,0,0,0,30,13,43,0,0,0,0,43,0,0,0,0,0
Manolo Health Centre,201706,3,7,2,0,1,6,5,5,0,7,3,9,0,0,0,6,6,12,0,0,0,0,12,0,0,0,0,0
Fpam Clinic Mzuzu,201704,28,98,2,0,1,62,65,1,0,127,5,110,11,0,2,12,116,100,0,0,24,4,100,8,0,1,16,3
Fpam Clinic Mzuzu,201705,48,121,2,0,2,80,89,2,0,169,31,127,13,0,0,11,160,147,0,0,24,0,147,10,0,0,14,0
Fpam Clinic Mzuzu,201706,77,167,2,0,2,127,117,0,0,246,26,211,6,1,2,20,226,228,0,2,16,0,230,11,0,0,0,5
Embangweni Mission Hospital,201704,395,445,249,15,162,512,400,852,0,237,228,847,14,0,0,273,816,1065,0,0,24,0,1065,10,0,0,14,0
Embangweni Mission Hospital,201705,279,321,221,22,130,317,352,641,0,180,198,617,6,0,0,166,655,801,0,0,20,0,801,14,0,0,6,0
Embangweni Mission Hospital,201706,242,294,141,10,86,305,276,417,0,260,146,523,8,0,0,142,535,658,0,0,19,0,658,11,0,0,8,0
Blm Mzimba,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blm Mzimba,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blm Mzimba,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mzimba District Hospital,201704,799,1296,376,65,450,909,1047,1999,0,472,826,1572,73,0,0,698,1773,2341,0,0,129,1,2343,55,0,0,66,7
Mzimba District Hospital,201705,1203,2157,231,93,1237,955,1306,3400,1,190,1759,1753,79,0,0,118,3473,3446,0,3,142,0,3452,60,0,0,79,0
Mzimba District Hospital,201706,890,1785,430,59,767,1130,1149,2969,0,136,1118,1915,72,0,0,1126,1979,2989,0,0,114,2,2981,50,0,2,72,0
Katete Community Hospital,201704,148,104,86,14,49,118,157,253,0,85,122,211,3,0,2,124,214,328,0,0,8,2,328,5,0,0,3,2
Katete Community Hospital,201705,185,118,91,13,70,151,160,290,0,104,151,237,5,0,1,127,267,379,0,0,13,2,379,8,0,0,5,2
Katete Community Hospital,201706,143,86,69,4,45,97,152,230,0,68,96,194,5,0,3,94,204,286,0,0,9,3,286,4,0,0,5,3
Raiply Clinic,201704,55,27,31,0,1,51,61,67,0,46,8,102,3,0,0,46,67,109,0,0,4,0,109,1,0,0,3,0
Raiply Clinic,201705,75,38,37,0,1,69,80,77,0,73,13,131,6,0,0,54,96,138,0,0,12,0,138,6,0,0,6,0
Raiply Clinic,201706,58,21,20,0,5,37,57,47,0,52,16,79,4,0,0,35,64,92,0,0,7,0,92,3,0,0,4,0
Euthini Community Hospital,201704,255,318,72,0,74,236,335,320,0,325,190,448,7,0,0,121,524,630,0,1,13,1,631,6,0,1,7,0
Euthini Community Hospital,201705,248,355,105,0,93,319,296,363,0,345,210,485,12,1,0,158,550,686,0,1,21,0,687,9,0,0,12,0
Euthini Community Hospital,201706,163,210,75,4,53,180,211,203,0,245,110,329,9,0,0,103,345,431,0,0,17,0,431,8,0,0,9,0
Luwelezi Health Centre,201704,322,280,81,8,205,222,248,324,25,334,226,454,3,0,0,115,568,675,0,0,8,0,675,5,0,0,3,0
Luwelezi Health Centre,201705,426,410,102,17,149,402,370,374,0,564,297,636,5,0,0,147,791,928,0,0,10,0,928,5,0,0,5,0
Luwelezi Health Centre,201706,496,535,110,2,97,772,270,222,0,919,348,784,9,0,0,136,1005,1123,0,0,18,0,1123,9,0,0,9,0
Edingeni Health Centre,201704,96,79,72,1,14,92,140,162,0,85,67,180,0,0,0,100,147,243,0,0,3,1,243,3,0,1,0,0
Edingeni Health Centre,201705,172,72,43,0,3,97,187,220,0,67,66,217,4,0,0,84,203,277,0,0,10,0,277,6,0,0,4,0
Edingeni Health Centre,201706,48,37,37,0,6,49,67,109,0,13,37,81,3,1,0,63,59,115,0,0,6,1,115,3,0,1,3,0
Jenda Health Centre,201704,421,409,156,1,126,363,496,617,2,367,462,487,28,9,0,257,729,933,0,0,53,0,933,25,0,0,28,0
Jenda Health Centre,201705,417,344,145,0,64,361,481,482,0,424,273,616,15,2,0,200,706,877,0,0,29,0,877,14,0,0,15,0
Jenda Health Centre,201706,306,303,118,0,77,245,405,441,0,286,241,457,23,6,0,193,534,687,0,0,40,0,687,17,0,0,23,0
Emfeni Health Centre,201704,34,23,65,0,1,43,78,98,0,24,15,104,3,0,0,33,89,115,0,0,7,0,115,4,0,0,3,0
Emfeni Health Centre,201705,42,24,72,0,1,69,68,121,0,17,5,133,0,0,0,77,61,136,0,0,2,0,136,2,0,0,0,0
Emfeni Health Centre,201706,69,14,85,0,4,66,98,154,0,14,26,142,0,0,0,142,26,166,0,1,1,0,167,1,0,0,0,0
Kalikumbi Health Centre,201704,89,45,58,1,2,88,101,115,0,77,37,154,1,0,0,88,104,186,0,0,6,0,186,5,0,0,1,0
Kalikumbi Health Centre,201705,72,37,46,0,3,59,93,88,0,67,29,126,0,0,0,63,92,150,0,0,4,1,150,4,0,1,0,0
Kalikumbi Health Centre,201706,54,23,45,0,1,36,85,93,0,29,21,99,2,0,0,76,46,117,0,0,5,0,117,3,0,0,2,0
Bulala Health Centre,201704,67,123,158,0,11,167,170,232,0,116,62,274,10,0,2,66,282,327,0,0,18,3,327,8,0,1,10,2
Bulala Health Centre,201705,119,190,193,0,28,247,227,258,0,244,133,357,11,0,1,102,400,479,0,0,21,2,479,10,0,1,11,1
Bulala Health Centre,201706,207,360,133,19,174,227,280,257,1,442,296,393,8,1,2,72,628,680,0,0,15,5,680,7,0,3,8,2
Lunjika Health Centre,201704,50,65,66,0,5,72,104,96,1,84,16,162,2,0,1,49,132,176,0,0,4,1,176,2,0,1,2,0
Lunjika Health Centre,201705,35,61,47,0,7,62,74,73,0,70,14,126,3,0,0,35,108,135,0,0,6,2,135,3,0,2,3,0
Lunjika Health Centre,201706,58,59,74,0,5,91,95,111,1,79,22,162,5,0,2,50,141,179,0,0,10,2,179,5,0,1,5,1
Mabiri Health Centre,201704,117,216,120,3,19,228,203,181,3,269,65,379,9,0,0,174,279,436,0,0,17,0,436,8,0,0,9,0
Mabiri Health Centre,201705,172,62,169,1,27,187,188,241,1,161,76,319,6,2,0,241,162,391,0,0,12,0,391,6,0,0,6,0
Mabiri Health Centre,201706,59,42,89,1,4,80,105,124,0,66,25,161,4,0,0,65,125,181,0,1,7,1,182,3,0,1,4,0
Madede Health Centre,201704,58,57,56,0,10,88,73,115,0,56,53,116,2,0,0,54,117,161,0,0,7,3,161,5,0,3,2,0
Madede Health Centre,201705,43,28,67,0,3,74,61,100,0,38,64,68,4,0,2,138,0,0,0,129,9,0,129,5,0,0,4,0
Madede Health Centre,201706,29,24,16,0,3,27,39,44,0,25,18,48,3,0,0,32,37,65,0,0,4,0,65,1,0,0,3,0
Mhalaunda Health Centre,201704,16,10,20,0,1,19,26,33,0,13,9,37,0,0,0,16,30,46,0,0,0,0,46,0,0,0,0,0
Mhalaunda Health Centre,201705,21,16,38,0,4,42,29,58,0,17,16,58,0,0,1,28,47,70,0,2,3,0,72,3,0,0,0,0
Mhalaunda Health Centre,201706,13,10,57,0,3,44,33,74,0,6,13,65,1,0,1,22,58,77,0,1,1,1,78,0,0,0,1,1
Msese Health Centre,201704,50,21,60,0,3,67,61,106,0,25,28,103,0,0,0,65,66,131,0,0,0,0,131,0,0,0,0,0
Msese Health Centre,201705,142,157,39,4,110,107,117,265,0,73,195,142,1,0,0,79,259,332,0,0,6,0,332,5,0,0,1,0
Msese Health Centre,201706,92,84,31,2,27,79,99,74,0,133,59,148,0,0,0,63,144,204,0,0,3,0,204,3,0,0,0,0
Mzalangwe Health Centre,201704,50,43,49,0,5,57,80,111,0,31,57,85,0,0,0,64,78,141,0,0,1,0,141,1,0,0,0,0
Mzalangwe Health Centre,201705,62,65,45,0,6,65,101,125,0,47,72,96,2,2,0,63,109,165,0,0,7,0,165,5,0,0,2,0
Mzalangwe Health Centre,201706,32,19,29,0,5,44,31,59,0,21,34,44,0,2,0,38,42,73,0,1,5,1,74,5,0,1,0,0
Kamteteka Health Centre,201704,17,13,42,0,0,40,32,72,0,0,37,34,1,0,0,15,57,68,0,0,4,0,68,3,0,0,1,0
Kamteteka Health Centre,201705,6,10,60,0,1,46,29,68,0,8,61,15,0,0,0,15,61,71,0,0,5,0,70,6,0,0,0,0
Kamteteka Health Centre,201706,21,10,71,0,2,59,41,93,0,9,79,23,0,0,0,26,76,100,0,0,2,0,100,2,0,0,0,0
Chikangawa Health Centre,201704,5,14,29,0,0,19,29,37,0,11,11,36,1,0,0,22,26,43,0,0,5,0,43,4,0,0,1,0
Chikangawa Health Centre,201705,37,49,26,0,1,48,63,58,0,54,26,86,0,0,0,44,68,109,0,0,3,0,109,3,0,0,0,0
Chikangawa Health Centre,201706,13,12,5,0,1,7,22,15,1,14,5,23,2,0,0,8,22,26,0,0,3,1,26,1,0,1,2,0
Luwawa Health Centre,201704,16,1,11,0,1,10,17,22,0,6,6,22,0,0,0,19,9,23,0,0,5,0,23,5,0,0,0,0
Luwawa Health Centre,201705,16,1,13,0,0,6,24,28,0,2,11,18,1,0,0,28,2,28,0,0,2,0,28,1,0,0,1,0
Luwawa Health Centre,201706,4,1,5,0,0,3,7,8,0,2,3,6,1,0,0,9,1,9,0,0,1,0,9,0,0,0,1,0
Manyamula Health Centre,201704,225,272,69,0,86,210,270,427,0,139,220,335,10,1,0,190,376,548,0,0,18,0,548,8,0,0,10,0
Manyamula Health Centre,201705,325,337,84,0,159,229,358,502,0,244,279,452,13,1,1,293,453,721,0,0,25,0,721,12,0,0,13,0
Manyamula Health Centre,201706,276,308,91,0,182,238,255,471,9,195,314,346,15,0,0,224,451,645,0,0,29,1,645,14,0,1,15,0
Ehehleni Dispensary,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehehleni Dispensary,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehehleni Dispensary,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endindeni Health Centre,201704,282,454,105,1,248,257,335,807,0,34,247,582,7,4,1,110,731,823,0,1,16,1,824,8,0,1,8,0
Endindeni Health Centre,201705,273,411,99,0,285,235,263,770,3,10,266,509,8,0,0,84,699,766,0,0,17,0,766,9,0,0,8,0
Endindeni Health Centre,201706,207,367,98,4,235,217,216,659,2,11,215,448,9,0,0,82,590,656,0,0,16,0,656,7,0,0,9,0
Hoho Health Centre,201704,42,16,34,0,0,35,57,65,0,27,23,66,3,0,0,71,21,89,0,0,3,0,89,0,0,0,3,0
Hoho Health Centre,201705,30,5,30,0,1,30,34,58,0,7,17,48,0,0,0,58,7,65,0,0,0,0,65,0,0,0,0,0
Hoho Health Centre,201706,14,3,9,0,0,11,15,18,0,8,9,17,0,0,0,16,10,26,0,0,0,0,26,0,0,0,0,0
Mbalachanda Health Centre,201704,63,29,51,0,7,64,72,98,0,45,38,105,0,0,0,63,80,137,0,0,6,0,137,3,0,0,3,0
Mbalachanda Health Centre,201705,93,68,64,0,6,110,109,143,0,82,74,151,0,0,0,52,173,214,0,0,11,0,214,4,0,0,7,0
Mbalachanda Health Centre,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mtende Health Centre,201704,7,2,18,0,1,13,13,27,0,0,13,14,0,0,0,13,14,26,0,0,1,0,26,1,0,0,0,0
Mtende Health Centre,201705,28,6,43,0,2,47,28,77,0,0,31,46,0,0,0,57,20,76,0,0,1,0,76,1,0,0,0,0
Mtende Health Centre,201706,9,1,19,0,0,0,29,29,0,0,12,16,1,0,0,17,12,28,0,0,1,0,28,0,0,0,1,0
Mkoma Health Centre,201704,187,167,80,0,51,136,247,348,0,86,98,334,1,0,1,178,256,432,0,0,1,1,432,0,0,1,1,0
Mkoma Health Centre,201705,179,155,107,0,20,193,228,340,0,101,72,368,1,0,0,229,212,437,0,0,2,2,437,1,0,2,1,0
Mkoma Health Centre,201706,194,142,69,2,31,150,222,282,0,123,96,305,4,0,0,138,267,397,0,0,8,0,397,4,0,0,4,0
Kabuwa Health Centre,201704,33,37,20,0,2,28,60,48,0,42,15,72,3,0,0,37,53,87,0,0,3,0,87,0,0,0,3,0
Kabuwa Health Centre,201705,54,65,43,0,6,59,97,104,0,58,40,120,0,2,0,33,129,161,0,0,1,0,161,1,0,0,0,0
Kabuwa Health Centre,201706,51,47,27,0,5,57,63,79,0,46,23,97,3,2,0,44,81,118,0,0,7,0,118,4,0,0,3,0
Vibangala Dispensary,201704,13,9,5,0,0,14,13,27,0,0,27,0,0,0,0,27,0,26,0,0,1,0,26,1,0,0,0,0
Vibangala Dispensary,201705,9,13,7,1,0,17,11,29,0,0,29,0,0,0,0,29,0,29,0,0,0,0,29,0,0,0,0,0
Vibangala Dispensary,201706,13,21,3,0,1,14,22,37,0,0,37,0,0,0,0,37,0,37,0,0,0,0,37,0,0,0,0,0
St Peters Mission Hospital,201704,1,5,53,0,1,27,31,54,0,5,8,50,1,0,0,0,59,57,0,0,2,0,57,1,0,0,1,0
St Peters Mission Hospital,201705,6,3,48,0,2,30,25,52,0,5,7,48,2,0,0,0,57,53,0,0,4,0,53,2,0,0,2,0
